#TE_family	subclass	superfamily	count	idn	sd	indels	tsd	length	frag	nest
Os1551#DNAauto/Helitron	DNAauto/Helitron	Helitron	80	81	2	6	0,0	11023	97	0
Os1553#DNAnona/Helitron	DNAnona/Helitron	Helitron	34	94	7	10	0,0	3136	97	0
Os1558#DNAnona/Helitron	DNAnona/Helitron	Helitron	60	90	8	20	0,0	386	94	0
Os1588#DNAnona/Helitron	DNAnona/Helitron	Helitron	54	84	17	12	0,0	267	87	0
Os1591#DNAnona/Helitron	DNAnona/Helitron	Helitron	27	93	11	13	0,0	1733	88	0
Os1603#DNAnona/Helitron	DNAnona/Helitron	Helitron	51	95	15	15	0,0	1700	83	0
Os1609#DNAauto/Helitron	DNAauto/Helitron	Helitron	100	80	13	5	0,0	4124	89	0
Os1614#DNAnona/Helitron	DNAnona/Helitron	Helitron	100	91	10	15	0,0	2900	94	0
Os1621_ICL#DNAnona/Helitron	DNAnona/Helitron	Helitron	11	93	18	6	0,0	806	80	0
Os1644#DNAnona/Helitron	DNAnona/Helitron	Helitron	27	82	9	18	0,0	4084	98	0
Os1652#DNAnona/Helitron	DNAnona/Helitron	Helitron	79	86	5	19	0,0	403	89	0
Os1662#DNAnona/Helitron	DNAnona/Helitron	Helitron	33	95	1	10	0,0	273	98	0
Os1663_ICR#DNAnona/Helitron	DNAnona/Helitron	Helitron	78	84	17	7	0,0	465	82	0
Os1704#DNAnona/Helitron	DNAnona/Helitron	Helitron	45	93	17	10	0,0	1725	85	0
Os1714#DNAnona/Helitron	DNAnona/Helitron	Helitron	54	80	10	8	0,0	1255	93	0
Os1728#DNAnona/Helitron	DNAnona/Helitron	Helitron	44	89	19	12	0,0	5863	96	0
Os1738#DNAnona/Helitron	DNAnona/Helitron	Helitron	90	92	18	17	0,0	2232	94	0
Os1753#DNAnona/Helitron	DNAnona/Helitron	Helitron	55	90	2	9	0,0	1340	97	0
Os1762#DNAnona/Helitron	DNAnona/Helitron	Helitron	25	90	20	10	0,0	2884	86	0
Os1767#DNAnona/Helitron	DNAnona/Helitron	Helitron	12	90	11	5	0,0	260	81	0
Os1775#DNAnona/Helitron	DNAnona/Helitron	Helitron	7	84	7	7	0,0	2896	86	0
Os1781#DNAnona/Helitron	DNAnona/Helitron	Helitron	93	94	9	7	0,0	3745	86	0
Os1786#DNAnona/Helitron	DNAnona/Helitron	Helitron	85	93	7	5	0,0	231	98	0
Os1787#DNAnona/Helitron	DNAnona/Helitron	Helitron	52	87	12	12	0,0	4172	94	0
Os1788#DNAnona/Helitron	DNAnona/Helitron	Helitron	55	83	9	11	0,0	1243	93	0
Os1798#DNAnona/Helitron	DNAnona/Helitron	Helitron	8	93	11	13	0,0	1200	82	0
Os1804#DNAnona/Helitron	DNAnona/Helitron	Helitron	11	80	12	18	0,0	3106	86	0
Os1830_ICR#DNAnona/Helitron	DNAnona/Helitron	Helitron	51	85	18	14	0,0	1616	96	0
Os1835#DNAnona/Helitron	DNAnona/Helitron	Helitron	18	82	3	16	0,0	3048	96	0
Os1837#DNAauto/Helitron	DNAauto/Helitron	Helitron	45	80	16	12	0,0	11920	84	0
Os1839#DNAauto/Helitron	DNAauto/Helitron	Helitron	28	94	13	12	0,0	8726	81	0
Os1840#DNAnona/Helitron	DNAnona/Helitron	Helitron	74	93	10	17	0,0	275	91	0
Os1879#DNAnona/Helitron	DNAnona/Helitron	Helitron	38	93	2	20	0,0	3121	86	0
Os1887#DNAauto/Helitron	DNAauto/Helitron	Helitron	83	88	3	20	0,0	12021	95	0
Os1893#DNAnona/Helitron	DNAnona/Helitron	Helitron	26	83	5	13	0,0	2497	86	0
Os1924#DNAauto/Helitron	DNAauto/Helitron	Helitron	96	88	13	15	0,0	8728	98	0
Os1925#DNAnona/Helitron	DNAnona/Helitron	Helitron	14	88	20	12	0,0	757	92	0
Os1929#DNAnona/Helitron	DNAnona/Helitron	Helitron	63	80	13	19	0,0	2145	83	0
Os1930#DNAnona/Helitron	DNAnona/Helitron	Helitron	71	95	11	8	0,0	3227	89	0
Os1934#DNAnona/Helitron	DNAnona/Helitron	Helitron	88	83	13	20	0,0	1003	85	0
Os1939#DNAnona/Helitron	DNAnona/Helitron	Helitron	68	86	10	17	0,0	3089	89	0
Os1943#DNAnona/Helitron	DNAnona/Helitron	Helitron	95	90	16	6	0,0	2975	80	0
Os1945#DNAnona/Helitron	DNAnona/Helitron	Helitron	21	89	18	16	0,0	612	90	0
Os1949#DNAnona/Helitron	DNAnona/Helitron	Helitron	32	85	19	14	0,0	2136	80	0
Os1962#DNAnona/Helitron	DNAnona/Helitron	Helitron	17	94	10	19	0,0	1057	83	0
Os1964#DNAnona/Helitron	DNAnona/Helitron	Helitron	33	87	13	7	0,0	1674	83	0
Os1968#DNAnona/Helitron	DNAnona/Helitron	Helitron	58	84	5	11	0,0	3473	95	0
Os1969#DNAnona/Helitron	DNAnona/Helitron	Helitron	74	85	9	17	0,0	2453	82	0
Os1973#DNAnona/Helitron	DNAnona/Helitron	Helitron	70	85	10	8	0,0	1844	87	0
Os1985#DNAnona/Helitron	DNAnona/Helitron	Helitron	69	80	2	15	0,0	1434	91	0
Os1989#DNAnona/Helitron	DNAnona/Helitron	Helitron	91	88	19	17	0,0	4001	89	0
Os1991#DNAnona/Helitron	DNAnona/Helitron	Helitron	14	92	16	16	0,0	3578	85	0
Os1992#DNAnona/Helitron	DNAnona/Helitron	Helitron	21	90	2	6	0,0	1713	87	0
Os1994#DNAnona/Helitron	DNAnona/Helitron	Helitron	24	82	20	8	0,0	2381	89	0
Os2018#DNAnona/Helitron	DNAnona/Helitron	Helitron	49	92	18	20	0,0	3257	81	0
Os2036#DNAnona/Helitron	DNAnona/Helitron	Helitron	100	81	10	13	0,0	1219	96	0
Os2037#DNAnona/Helitron	DNAnona/Helitron	Helitron	32	83	7	20	0,0	1026	91	0
Os2047#DNAnona/Helitron	DNAnona/Helitron	Helitron	45	87	8	8	0,0	816	86	0
Os2069#DNAauto/Helitron	DNAauto/Helitron	Helitron	63	86	1	11	0,0	9945	94	0
Os2072#DNAnona/Helitron	DNAnona/Helitron	Helitron	52	83	20	10	0,0	3440	97	0
Os2073#DNAnona/Helitron	DNAnona/Helitron	Helitron	19	87	18	8	0,0	4853	87	0
Os2078#DNAnona/Helitron	DNAnona/Helitron	Helitron	89	83	11	8	0,0	1757	96	0
Os2082#DNAnona/Helitron	DNAnona/Helitron	Helitron	11	89	14	14	0,0	667	83	0
Os2083#DNAnona/Helitron	DNAnona/Helitron	Helitron	73	94	18	7	0,0	1034	84	0
Os2107_ICL#DNAnona/Helitron	DNAnona/Helitron	Helitron	52	90	3	9	0,0	972	83	0
Os2113#DNAnona/Helitron	DNAnona/Helitron	Helitron	92	89	18	9	0,0	2292	85	0
Os2124#DNAnona/Helitron	DNAnona/Helitron	Helitron	15	82	16	13	0,0	1040	86	0
Os2126#DNAnona/Helitron	DNAnona/Helitron	Helitron	89	88	7	15	0,0	1986	85	0
Os2131#DNAnona/Helitron	DNAnona/Helitron	Helitron	53	90	2	15	0,0	861	98	0
Os2136#DNAnona/Helitron	DNAnona/Helitron	Helitron	23	91	1	7	0,0	2290	90	0
Os2141#DNAnona/Helitron	DNAnona/Helitron	Helitron	66	83	16	19	0,0	1885	98	0
Os2149#DNAnona/Helitron	DNAnona/Helitron	Helitron	61	85	8	8	0,0	1145	86	0
Os2150#DNAauto/Helitron	DNAauto/Helitron	Helitron	26	92	10	19	0,0	9772	89	0
Os2161#DNAnona/Helitron	DNAnona/Helitron	Helitron	93	86	7	13	0,0	829	94	0
Os2180#DNAnona/Helitron	DNAnona/Helitron	Helitron	36	90	13	17	0,0	978	82	0
Os2183#DNAnona/Helitron	DNAnona/Helitron	Helitron	64	87	6	7	0,0	3000	81	0
Os2191#DNAnona/Helitron	DNAnona/Helitron	Helitron	13	84	13	14	0,0	1261	83	0
Os2193#DNAnona/Helitron	DNAnona/Helitron	Helitron	100	81	17	18	0,0	2277	96	0
Os2221#DNAnona/Helitron	DNAnona/Helitron	Helitron	98	84	2	5	0,0	294	92	0
Os2224#DNAnona/Helitron	DNAnona/Helitron	Helitron	34	80	20	10	0,0	1949	98	0
Os2246#DNAauto/Helitron	DNAauto/Helitron	Helitron	84	95	6	15	0,0	5337	80	0
Os2259#DNAnona/Helitron	DNAnona/Helitron	Helitron	10	81	9	7	0,0	4807	97	0
Os2282#DNAnona/Helitron	DNAnona/Helitron	Helitron	8	86	12	13	0,0	2462	89	0
Os2283#DNAnona/Helitron	DNAnona/Helitron	Helitron	40	86	19	16	0,0	2512	90	0
Os2290#DNAnona/Helitron	DNAnona/Helitron	Helitron	75	91	3	6	0,0	2371	85	0
Os2292#DNAnona/Helitron	DNAnona/Helitron	Helitron	96	90	19	5	0,0	3048	97	0
Os2294#DNAnona/Helitron	DNAnona/Helitron	Helitron	91	82	14	18	0,0	490	91	0
Os2297_ICR#DNAnona/Helitron	DNAnona/Helitron	Helitron	78	87	12	14	0,0	1769	83	0
Os2301#DNAnona/Helitron	DNAnona/Helitron	Helitron	66	81	8	5	0,0	1610	81	0
Os2323#DNAnona/Helitron	DNAnona/Helitron	Helitron	27	83	3	18	0,0	1534	88	0
Os2325#DNAnona/Helitron	DNAnona/Helitron	Helitron	37	94	5	12	0,0	4130	82	0
Os2330#DNAnona/Helitron	DNAnona/Helitron	Helitron	11	81	9	10	0,0	1667	94	0
Os2332#DNAnona/Helitron	DNAnona/Helitron	Helitron	66	94	9	13	0,0	1466	91	0
Os2335#DNAnona/Helitron	DNAnona/Helitron	Helitron	31	80	1	7	0,0	1672	93	0
Os2339#DNAnona/Helitron	DNAnona/Helitron	Helitron	8	88	20	17	0,0	3235	84	0
Os2349#DNAnona/Helitron	DNAnona/Helitron	Helitron	40	82	14	18	0,0	3182	83	0
Os2378#DNAauto/Helitron	DNAauto/Helitron	Helitron	48	93	7	19	0,0	3455	92	0
Os2391#DNAnona/Helitron	DNAnona/Helitron	Helitron	75	86	15	5	0,0	4929	87	0
Os2409#DNAnona/Helitron	DNAnona/Helitron	Helitron	12	93	3	15	0,0	1682	82	0
Os2419#DNAnona/Helitron	DNAnona/Helitron	Helitron	99	90	6	19	0,0	2738	90	0
Os2446#DNAnona/Helitron	DNAnona/Helitron	Helitron	36	85	7	19	0,0	5604	96	0
Os2451#DNAnona/Helitron	DNAnona/Helitron	Helitron	44	81	20	13	0,0	2767	87	0
Os2487#DNAnona/Helitron	DNAnona/Helitron	Helitron	26	87	5	16	0,0	2319	93	0
Os2498#DNAnona/Helitron	DNAnona/Helitron	Helitron	50	92	10	7	0,0	1242	80	0
Os2510#DNAnona/Helitron	DNAnona/Helitron	Helitron	74	92	17	10	0,0	2181	81	0
Os2511#DNAnona/Helitron	DNAnona/Helitron	Helitron	44	87	2	15	0,0	2054	81	0
Os2516#DNAnona/Helitron	DNAnona/Helitron	Helitron	70	95	15	10	0,0	3649	87	0
Os2526#DNAnona/Helitron	DNAnona/Helitron	Helitron	94	94	10	8	0,0	2517	83	0
Os2543#DNAnona/Helitron	DNAnona/Helitron	Helitron	72	82	6	18	0,0	2374	81	0
Os2571#DNAnona/Helitron	DNAnona/Helitron	Helitron	90	88	14	7	0,0	832	92	0
Os2601#DNAnona/Helitron	DNAnona/Helitron	Helitron	93	92	13	17	0,0	4736	94	0
Os2606#DNAnona/Helitron	DNAnona/Helitron	Helitron	58	86	10	16	0,0	3789	91	0
Os2622#DNAnona/Helitron	DNAnona/Helitron	Helitron	82	89	17	12	0,0	2847	82	0
Os2633#DNAnona/Helitron	DNAnona/Helitron	Helitron	66	87	13	17	0,0	2368	80	0
Os2653#DNAnona/Helitron	DNAnona/Helitron	Helitron	93	86	3	15	0,0	264	97	0
Os2682#DNAnona/Helitron	DNAnona/Helitron	Helitron	13	90	17	20	0,0	2684	98	0
Os2699#DNAnona/Helitron	DNAnona/Helitron	Helitron	8	93	16	18	0,0	1411	87	0
Os2704#DNAnona/Helitron	DNAnona/Helitron	Helitron	93	90	9	6	0,0	2559	87	0
Os2738#DNAnona/Helitron	DNAnona/Helitron	Helitron	60	82	6	6	0,0	5082	95	0
Os2758#DNAnona/Helitron	DNAnona/Helitron	Helitron	80	85	15	5	0,0	2054	93	0
Os2801#DNAnona/Helitron	DNAnona/Helitron	Helitron	51	91	19	16	0,0	4027	84	0
Os2811#DNAnona/Helitron	DNAnona/Helitron	Helitron	85	85	20	16	0,0	2433	89	0
Os2815#DNAnona/Helitron	DNAnona/Helitron	Helitron	38	89	12	19	0,0	4824	97	0
Os2867#DNAnona/Helitron	DNAnona/Helitron	Helitron	44	84	15	10	0,0	2397	80	0
Os2874#DNAnona/Helitron	DNAnona/Helitron	Helitron	72	92	8	12	0,0	2735	96	0
Os2881#DNAnona/Helitron	DNAnona/Helitron	Helitron	97	81	8	13	0,0	4115	92	0
Os2891#DNAnona/Helitron	DNAnona/Helitron	Helitron	13	85	4	6	0,0	3330	86	0
Os2899#DNAnona/Helitron	DNAnona/Helitron	Helitron	57	83	11	20	0,0	4149	91	0
Os2909#DNAnona/Helitron	DNAnona/Helitron	Helitron	33	84	8	10	0,0	1902	97	0
Os2923#DNAnona/Helitron	DNAnona/Helitron	Helitron	70	92	8	13	0,0	2278	86	0
Os2965#DNAnona/Helitron	DNAnona/Helitron	Helitron	24	90	19	16	0,0	3367	90	0
Os2969#DNAnona/Helitron	DNAnona/Helitron	Helitron	72	90	13	14	0,0	2713	96	0
Os2978#DNAnona/Helitron	DNAnona/Helitron	Helitron	9	93	2	14	0,0	2516	97	0
Os2999#DNAnona/Helitron	DNAnona/Helitron	Helitron	27	86	7	8	0,0	4213	97	0
Os3005#DNAnona/Helitron	DNAnona/Helitron	Helitron	71	84	3	6	0,0	2250	97	0
Os3010#DNAnona/Helitron	DNAnona/Helitron	Helitron	16	85	19	13	0,0	1828	89	0
Os3041#DNAnona/Helitron	DNAnona/Helitron	Helitron	52	85	15	15	0,0	2306	96	0
Os3047#DNAnona/Helitron	DNAnona/Helitron	Helitron	73	89	20	19	0,0	2420	98	0
Os3058#DNAnona/Helitron	DNAnona/Helitron	Helitron	28	94	15	19	0,0	1473	86	0
Os3065#DNAnona/Helitron	DNAnona/Helitron	Helitron	44	90	1	13	0,0	3738	89	0
Os3070#DNAnona/Helitron	DNAnona/Helitron	Helitron	85	91	14	7	0,0	1352	89	0
Os3073#DNAnona/Helitron	DNAnona/Helitron	Helitron	92	95	13	15	0,0	1974	82	0
Os3118#DNAnona/Helitron	DNAnona/Helitron	Helitron	53	85	9	9	0,0	1544	91	0
Os3141#DNAnona/Helitron	DNAnona/Helitron	Helitron	25	83	11	5	0,0	2159	82	0
Os3177#DNAnona/Helitron	DNAnona/Helitron	Helitron	86	92	4	19	0,0	1006	87	0
Os3350#DNAnona/Helitron	DNAnona/Helitron	Helitron	79	86	11	5	0,0	2664	86	0
Os3402_ICR#DNAnona/Helitron	DNAnona/Helitron	Helitron	23	86	19	9	0,0	1426	88	0
Os3526#DNAnona/Helitron	DNAnona/Helitron	Helitron	36	89	2	20	0,0	2326	92	0
Os3570#DNAnona/Helitron	DNAnona/Helitron	Helitron	82	85	16	10	0,0	3118	96	0
Os3575#DNAnona/Helitron	DNAnona/Helitron	Helitron	86	90	6	18	0,0	3604	84	0
Os3576#DNAnona/Helitron	DNAnona/Helitron	Helitron	56	81	13	11	0,0	1468	83	0
Os3577#DNAnona/Helitron	DNAnona/Helitron	Helitron	74	84	9	9	0,0	1163	97	0
Os3578#DNAnona/Helitron	DNAnona/Helitron	Helitron	35	87	20	7	0,0	1648	83	0
Os3579_ICL#DNAnona/Helitron	DNAnona/Helitron	Helitron	57	86	16	15	0,0	525	95	0
Os3580#DNAnona/Helitron	DNAnona/Helitron	Helitron	33	92	13	7	0,0	2617	80	0
Os3581#DNAnona/Helitron	DNAnona/Helitron	Helitron	37	94	19	13	0,0	1446	94	0
Os3582#DNAnona/Helitron	DNAnona/Helitron	Helitron	16	95	2	20	0,0	1566	98	0
Os3583#DNAnona/Helitron	DNAnona/Helitron	Helitron	10	89	13	20	0,0	3947	92	0
Os3584#DNAnona/Helitron	DNAnona/Helitron	Helitron	94	88	3	11	0,0	3766	84	0
Os3585#DNAnona/Helitron	DNAnona/Helitron	Helitron	41	86	19	13	0,0	1352	98	0
Os3586#DNAnona/Helitron	DNAnona/Helitron	Helitron	32	93	15	15	0,0	1122	90	0
Os3587#DNAnona/Helitron	DNAnona/Helitron	Helitron	99	82	2	5	0,0	821	92	0
Os3639#DNAnona/Helitron	DNAnona/Helitron	Helitron	87	80	12	16	0,0	3974	82	0
Os3643#DNAnona/Helitron	DNAnona/Helitron	Helitron	6	84	13	11	0,0	2497	86	0
Os0003#MITE/Stow	MITE/Stow	MITE	55	91	9	16	2,10	235	96	0
Os0005#MITE/Stow	MITE/Stow	MITE	44	83	6	17	2,10	157	98	0
Os0021#MITE/Stow	MITE/Stow	MITE	5	88	18	20	2,10	255	94	0
Os0029#MITE/Stow	MITE/Stow	MITE	14	83	7	19	2,10	292	92	0
Os0062#MITE/Stow	MITE/Stow	MITE	14	83	11	7	2,10	147	86	0
Os0064#MITE/Stow	MITE/Stow	MITE	56	92	5	5	2,10	262	88	0
Os0068#MITE/Stow	MITE/Stow	MITE	29	90	1	8	2,10	259	87	0
Os0072#MITE/Stow	MITE/Stow	MITE	77	86	20	18	2,10	313	85	0
Os0090#MITE/Stow	MITE/Stow	MITE	45	88	12	18	2,10	258	82	0
Os0095#MITE/Stow	MITE/Stow	MITE	29	80	8	12	2,10	260	82	0
Os0104#MITE/Stow	MITE/Stow	MITE	11	92	5	18	2,10	256	97	0
Os0112#MITE/Stow	MITE/Stow	MITE	47	83	6	12	2,10	268	91	0
Os0179#MITE/Stow	MITE/Stow	MITE	41	88	7	8	2,10	240	91	0
Os0181#MITE/Stow	MITE/Stow	MITE	29	82	3	8	2,10	240	98	0
Os0204#MITE/Stow	MITE/Stow	MITE	22	91	10	13	2,10	242	98	0
Os0214#MITE/Stow	MITE/Stow	MITE	41	80	8	15	2,10	232	89	0
Os0231#MITE/Stow	MITE/Stow	MITE	26	85	10	7	2,10	259	83	0
Os0265#MITE/Stow	MITE/Stow	MITE	16	83	15	15	2,10	240	96	0
Os0269#MITE/Stow	MITE/Stow	MITE	41	80	11	9	2,10	241	89	0
Os0275#MITE/Stow	MITE/Stow	MITE	46	92	15	9	2,10	257	94	0
Os0276#MITE/Stow	MITE/Stow	MITE	95	88	3	20	2,10	239	94	0
Os0333#MITE/Stow	MITE/Stow	MITE	74	91	10	5	2,10	227	83	0
Os0481#MITE/Stow	MITE/Stow	MITE	6	90	8	17	2,10	312	90	0
Os0599#MITE/Stow	MITE/Stow	MITE	21	82	16	6	2,10	241	84	0
Os0900#MITE/Stow	MITE/Stow	MITE	73	95	1	17	2,10	324	87	0
Os0909#MITE/Stow	MITE/Stow	MITE	94	85	17	12	2,10	271	85	0
Os1102#MITE/Stow	MITE/Stow	MITE	88	94	9	13	2,10	317	80	0
Os1182#MITE/Stow	MITE/Stow	MITE	99	90	9	5	2,10	160	94	0
Os1288#MITE/Stow	MITE/Stow	MITE	41	91	9	9	2,10	221	86	0
Os1365#MITE/Stow	MITE/Stow	MITE	87	82	17	17	2,10	278	85	0
Os1415#MITE/Stow	MITE/Stow	MITE	35	85	13	9	2,10	226	96	0
Os1522#MITE/Stow	MITE/Stow	MITE	52	88	18	5	2,10	256	84	0
Os1668#MITE/Stow	MITE/Stow	MITE	63	90	16	8	2,10	267	88	0
Os2539#MITE/Stow	MITE/Stow	MITE	48	80	3	8	2,10	284	93	0
Os2924#MITE/Stow	MITE/Stow	MITE	74	93	19	19	2,10	248	88	0
Os3273#MITE/Stow	MITE/Stow	MITE	45	81	6	17	2,10	373	89	0
Os3274#MITE/Stow	MITE/Stow	MITE	24	83	12	16	2,10	239	97	0
Os3275#MITE/Stow	MITE/Stow	MITE	14	81	18	19	2,10	100	90	0
Os3276#MITE/Stow	MITE/Stow	MITE	44	93	15	15	2,10	102	89	0
Os3347#MITE/Stow	MITE/Stow	MITE	73	85	16	20	2,10	161	96	0
Os0001_Olo24#MITE/Tourist	MITE/Tourist	MITE	40	86	20	5	2,10	343	91	0
Os0002_Gaijin#MITE/Tourist	MITE/Tourist	MITE	9	89	20	12	2,10	140	82	0
Os0004_Gaijin#MITE/Tourist	MITE/Tourist	MITE	76	89	6	11	2,10	147	81	0
Os0007_Castaway#MITE/Tourist	MITE/Tourist	MITE	14	95	7	9	2,10	364	88	0
Os0010#MITE/Tourist	MITE/Tourist	MITE	33	82	2	19	2,10	219	90	0
Os0015#MITE/Tourist	MITE/Tourist	MITE	92	90	12	11	2,10	332	98	0
Os0017_Ditto#MITE/Tourist	MITE/Tourist	MITE	5	88	13	11	2,10	244	95	0
Os0018_Wanderer#MITE/Tourist	MITE/Tourist	MITE	81	81	18	6	2,10	243	81	0
Os0024#MITE/Tourist	MITE/Tourist	MITE	48	81	8	10	2,10	244	81	0
Os0026#MITE/Tourist	MITE/Tourist	MITE	70	85	12	7	2,10	239	83	0
Os0031#MITE/Tourist	MITE/Tourist	MITE	49	95	7	13	2,10	344	93	0
Os0049#MITE/Tourist	MITE/Tourist	MITE	74	93	18	9	2,10	263	87	0
Os0061#MITE/Tourist	MITE/Tourist	MITE	44	83	13	7	2,10	308	98	0
Os0065#MITE/Tourist	MITE/Tourist	MITE	79	94	17	17	2,10	310	83	0
Os0071#MITE/Tourist	MITE/Tourist	MITE	63	84	1	11	2,10	255	90	0
Os0091#MITE/Tourist	MITE/Tourist	MITE	27	90	10	16	2,10	346	93	0
Os0093#MITE/Tourist	MITE/Tourist	MITE	53	82	2	15	2,10	284	87	0
Os0094#MITE/Tourist	MITE/Tourist	MITE	26	91	5	14	2,10	146	81	0
Os0114#MITE/Tourist	MITE/Tourist	MITE	26	88	13	14	2,10	252	89	0
Os0125#MITE/Tourist	MITE/Tourist	MITE	84	80	15	17	2,10	286	98	0
Os0164#MITE/Tourist	MITE/Tourist	MITE	96	81	9	18	2,10	230	87	0
Os0167#MITE/Tourist	MITE/Tourist	MITE	63	94	8	19	2,10	279	93	0
Os0193#MITE/Tourist	MITE/Tourist	MITE	79	87	12	5	2,10	342	92	0
Os0194#MITE/Tourist	MITE/Tourist	MITE	11	87	3	6	2,10	389	89	0
Os0198#MITE/Tourist	MITE/Tourist	MITE	92	82	12	18	2,10	213	95	0
Os0206#MITE/Tourist	MITE/Tourist	MITE	70	84	4	10	2,10	187	96	0
Os0207#MITE/Tourist	MITE/Tourist	MITE	8	93	19	9	2,10	375	91	0
Os0216#MITE/Tourist	MITE/Tourist	MITE	21	86	11	13	2,10	128	86	0
Os0293#MITE/Tourist	MITE/Tourist	MITE	9	87	12	9	2,10	407	93	0
Os0299#MITE/Tourist	MITE/Tourist	MITE	100	88	6	18	2,10	132	84	0
Os0309#MITE/Tourist	MITE/Tourist	MITE	57	88	7	15	2,10	369	97	0
Os0328#MITE/Tourist	MITE/Tourist	MITE	47	84	9	13	2,10	320	86	0
Os0362#MITE/Tourist	MITE/Tourist	MITE	88	95	1	13	2,10	312	94	0
Os0430#MITE/Tourist	MITE/Tourist	MITE	33	86	20	19	2,10	315	83	0
Os0433#MITE/Tourist	MITE/Tourist	MITE	99	86	10	11	2,10	279	81	0
Os0445#MITE/Tourist	MITE/Tourist	MITE	89	81	3	19	2,10	436	98	0
Os0479#MITE/Tourist	MITE/Tourist	MITE	69	80	17	13	2,10	279	89	0
Os0496#MITE/Tourist	MITE/Tourist	MITE	32	92	8	20	2,10	281	98	0
Os0537#MITE/Tourist	MITE/Tourist	MITE	7	88	17	10	2,10	294	85	0
Os0540#MITE/Tourist	MITE/Tourist	MITE	90	92	16	8	2,10	219	96	0
Os0548#MITE/Tourist	MITE/Tourist	MITE	88	90	10	5	2,10	258	95	0
Os0550#MITE/Tourist	MITE/Tourist	MITE	7	80	18	16	2,10	320	82	0
Os0581#MITE/Tourist	MITE/Tourist	MITE	93	89	19	19	2,10	260	90	0
Os0594#MITE/Tourist	MITE/Tourist	MITE	69	86	13	18	2,10	120	80	0
Os0606#MITE/Tourist	MITE/Tourist	MITE	77	95	19	8	2,10	238	93	0
Os0608#MITE/Tourist	MITE/Tourist	MITE	8	90	7	17	2,10	269	90	0
Os0611#MITE/Tourist	MITE/Tourist	MITE	88	92	12	8	2,10	259	89	0
Os0625_mPing#MITE/Tourist	MITE/Tourist	MITE	79	93	19	14	2,10	430	80	0
Os0682#MITE/Tourist	MITE/Tourist	MITE	27	82	14	6	2,10	293	98	0
Os0702#MITE/Tourist	MITE/Tourist	MITE	11	89	11	9	2,10	531	92	0
Os0760#MITE/Tourist	MITE/Tourist	MITE	16	89	18	17	2,10	265	90	0
Os0779#MITE/Tourist	MITE/Tourist	MITE	99	82	19	6	2,10	355	96	0
Os0783#MITE/Tourist	MITE/Tourist	MITE	95	89	7	9	2,10	248	92	0
Os0794#MITE/Tourist	MITE/Tourist	MITE	14	95	14	10	2,10	278	81	0
Os0796#MITE/Tourist	MITE/Tourist	MITE	97	89	4	10	2,10	220	98	0
Os0798#MITE/Tourist	MITE/Tourist	MITE	59	80	1	17	2,10	312	93	0
Os0799#MITE/Tourist	MITE/Tourist	MITE	51	89	13	7	2,10	271	92	0
Os0822#MITE/Tourist	MITE/Tourist	MITE	74	91	15	19	2,10	272	98	0
Os0834#MITE/Tourist	MITE/Tourist	MITE	38	89	16	9	2,10	255	82	0
Os0847#MITE/Tourist	MITE/Tourist	MITE	32	87	20	6	2,10	267	91	0
Os0885#MITE/Tourist	MITE/Tourist	MITE	60	82	9	5	2,10	331	93	0
Os0886#MITE/Tourist	MITE/Tourist	MITE	94	85	12	18	2,10	333	86	0
Os0887#MITE/Tourist	MITE/Tourist	MITE	70	81	19	12	2,10	340	93	0
Os0917#MITE/Tourist	MITE/Tourist	MITE	41	83	6	7	2,10	255	94	0
Os0921#MITE/Tourist	MITE/Tourist	MITE	77	93	12	5	2,10	265	94	0
Os0966#MITE/Tourist	MITE/Tourist	MITE	73	94	8	8	2,10	255	81	0
Os0977#MITE/Tourist	MITE/Tourist	MITE	51	87	17	6	2,10	350	84	0
Os1094#MITE/Tourist	MITE/Tourist	MITE	97	86	3	8	2,10	280	91	0
Os1095#MITE/Tourist	MITE/Tourist	MITE	70	86	2	13	2,10	300	98	0
Os1114#MITE/Tourist	MITE/Tourist	MITE	79	95	17	16	2,10	316	98	0
Os1122#MITE/Tourist	MITE/Tourist	MITE	13	89	8	14	2,10	299	94	0
Os1131#MITE/Tourist	MITE/Tourist	MITE	85	91	18	6	2,10	107	83	0
Os1158#MITE/Tourist	MITE/Tourist	MITE	17	92	2	12	2,10	143	81	0
Os1232#MITE/Tourist	MITE/Tourist	MITE	98	88	4	12	2,10	294	80	0
Os1247#MITE/Tourist	MITE/Tourist	MITE	42	93	1	9	2,10	307	81	0
Os1256#MITE/Tourist	MITE/Tourist	MITE	11	94	19	14	2,10	313	89	0
Os1386#MITE/Tourist	MITE/Tourist	MITE	41	89	11	7	2,10	276	85	0
Os1425#MITE/Tourist	MITE/Tourist	MITE	50	95	14	14	2,10	335	93	0
Os1451#MITE/Tourist	MITE/Tourist	MITE	6	91	10	10	2,10	288	85	0
Os1506#MITE/Tourist	MITE/Tourist	MITE	84	86	15	20	2,10	259	92	0
Os1555#MITE/Tourist	MITE/Tourist	MITE	62	84	15	20	2,10	320	82	0
Os1601#MITE/Tourist	MITE/Tourist	MITE	95	89	3	15	2,10	342	90	0
Os1641#MITE/Tourist	MITE/Tourist	MITE	10	86	9	12	2,10	149	84	0
Os1667#MITE/Tourist	MITE/Tourist	MITE	62	92	6	15	2,10	396	91	0
Os1715#MITE/Tourist	MITE/Tourist	MITE	71	84	20	11	2,10	285	97	0
